Entropy,LongestWord,SpecialCh,TotalLines,AverageChPerLine,ASTDepth,FunWithRisk,Result
1.428014828439381,16,0.2690909090909091,4,137.5,7,0,1
1.4223117881877496,14,0.21149897330595482,1,487,17,2,1
1.5289984631393265,8,0.21614583333333334,4,96,7,1,1
1.428014828439381,16,0.2690909090909091,4,137.5,7,0,1
1.5289984631393265,8,0.21614583333333334,4,96,7,1,1
1.5289984631393265,8,0.21614583333333334,4,96,7,1,1
1.669172641159286,8,0.3165137614678899,2,218,27,3,1
1.669172641159286,8,0.3165137614678899,2,218,27,3,1
1.7091291479169235,7,0.3078556263269639,2,235.5,25,3,1
1.7091291479169235,7,0.3078556263269639,2,235.5,25,3,1
1.4280126663533383,13,0.38496583143507973,1,439,9,1,1
1.4280126663533383,13,0.38496583143507973,1,439,9,1,1
0.9434930079345267,8,0.16996699669966997,1,606,7,1,1
1.440217835844783,13,0.3878504672897196,1,428,9,1,1
1.440217835844783,13,0.3878504672897196,1,428,9,1,1
0.9434930079345267,8,0.16996699669966997,1,606,7,1,1
0.9434930079345267,8,0.16996699669966997,1,606,7,1,1
1.440217835844783,13,0.3878504672897196,1,428,9,1,1
1.440217835844783,13,0.3878504672897196,1,428,9,1,1
0.9434930079345267,8,0.16996699669966997,1,606,7,1,1
0.9434930079345267,8,0.16996699669966997,1,606,7,1,1
1.3968261368124397,14,0.21212121212121213,1,462,17,2,1
1.3968261368124397,14,0.21212121212121213,1,462,17,2,1
1.3968261368124397,14,0.21212121212121213,1,462,17,2,1
1.3968261368124397,14,0.21212121212121213,1,462,17,2,1
1.3968261368124397,14,0.21212121212121213,1,462,17,2,1
1.1508133090624555,8,0.33389544688026984,4,148.25,9,1,1
1.1508133090624555,8,0.33389544688026984,4,148.25,9,1,1
1.1508133090624555,8,0.33389544688026984,4,148.25,9,1,1
1.1508133090624555,8,0.33389544688026984,4,148.25,9,1,1
1.669172641159286,8,0.3165137614678899,2,218,27,3,1
1.4280126663533383,13,0.38496583143507973,1,439,9,1,1
1.7091291479169235,7,0.3078556263269639,2,235.5,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.1508133090624555,8,0.33389544688026984,4,148.25,9,1,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.4223117881877496,14,0.21149897330595482,1,487,17,2,1
1.428014828439381,16,0.2690909090909091,4,137.5,7,0,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.440217835844783,13,0.3878504672897196,1,428,9,1,1
0.9434930079345267,8,0.16996699669966997,1,606,7,1,1
1.6069570520915695,8,0.3275862068965517,3,58,15,1,1
1.4648941274856244,8,0.21264367816091953,1,174,7,1,1
1.4615936357936046,8,0.3017241379310345,1,116,7,1,1
1.5418847487055147,8,0.25210084033613445,1,238,7,1,1
1.4596636476656668,8,0.28272251308900526,6,31.833333333333332,8,3,1
1.5194096231334862,8,0.28,5,40,10,3,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.4523140133174754,8,0.29518072289156627,6,27.666666666666668,8,3,1
1.4523140133174754,8,0.29518072289156627,6,27.666666666666668,8,3,1
1.5200583232788616,8,0.27860696517412936,5,40.2,10,3,1
1.5990897974243528,8,0.21195652173913043,1,184,7,1,1
1.53729045610233,9,0.15833333333333333,5,48,10,1,1
1.4648941274856244,8,0.21264367816091953,1,174,7,1,1
1.5456756046120255,8,0.26666666666666666,4,63.75,7,1,1
1.5809573114561444,14,0.25263157894736843,1,380,11,3,1
1.555243608883055,8,0.2517985611510791,4,34.75,7,1,1
1.5194096231334862,8,0.28,5,40,10,3,1
1.4596636476656668,8,0.28272251308900526,6,31.833333333333332,8,3,1
1.4408372063925943,8,0.1625,1,160,7,1,1
1.5418847487055147,8,0.25210084033613445,1,238,7,1,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.1266246393609367,8,0.32323232323232326,1,297,9,1,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.3166840941582543,12,0.20726172465960666,20,33.05,25,3,1
1.4523140133174754,8,0.29518072289156627,6,27.666666666666668,8,3,1
1.4523140133174754,8,0.29518072289156627,6,27.666666666666668,8,3,1
1.4523140133174754,8,0.29518072289156627,6,27.666666666666668,8,3,1
1.4670323405315535,8,0.29081632653061223,6,32.666666666666664,10,3,1
1.6069570520915695,8,0.3275862068965517,3,58,15,1,1
1.5289984631393265,8,0.21614583333333334,4,96,7,1,1
1.2431991888962612,8,0.2760942760942761,6,49.5,10,2,1
1.2173444692514424,8,0.28825622775800713,3,93.66666666666667,10,2,1
1.3392029084864423,12,0.09641873278236915,1,363,14,2,1
1.5200583232788616,8,0.27860696517412936,5,40.2,10,3,1
1.53729045610233,9,0.15833333333333333,5,48,10,1,1
1.2622173479366796,8,0.5168539325842697,1,178,28,1,1
1.363857010497285,14,0.03864576529501415,52,176.65384615384616,16,11,1
1.1249501137710423,12,0.340075572349411,1,4499,23,3,1
1.368650942302713,18,0.2180673824509441,91,59.362637362637365,17,0,1
0.7990449732142862,12,0.33019528019846067,1,15721,9,2,1
1.353692385211801,8,0.1790757381258023,4,1168.5,9,1,1
1.1863922088455068,9,0.46203904555314534,3,1383,22,2,1
1.1067953266031627,8,0.3459148446490219,1,4345,23,2,1
0.8319797140428772,12,0.3295190191763596,4,3976.25,11,4,1
1.7121761219862766,12,0.4747160627366144,6,1232.6666666666667,24,5,1
1.0092744059093843,12,0.270876926003424,30,175.23333333333332,16,3,1
1.1782510677333733,13,0.3207014714775247,40,124.025,25,2,1
1.4675444766150845,8,0.2832369942196532,7,24.714285714285715,8,3,1
1.28822691500271,18,0.18820397296743804,6,813.8333333333334,18,3,1
1.1606307563969684,12,0.32028628942071125,40,111.775,27,2,1
1.0558385718898753,11,0.2638720945855166,3,2481,21,1,1
1.0558385718898753,11,0.2638720945855166,3,2481,21,1,1
1.131763982977998,14,0.4441747572815534,1,4120,14,3,1
0.7990449732142862,12,0.33019528019846067,1,15721,9,2,1
1.3563667955671672,8,0.17905982905982906,5,936,9,1,1
1.3563667955671672,8,0.17905982905982906,5,936,9,1,1
0.7990449732142862,12,0.33019528019846067,1,15721,9,2,1
1.0558385718898753,11,0.2638720945855166,3,2481,21,1,1
1.1249501137710423,12,0.340075572349411,1,4499,23,3,1
1.1965769158051274,9,0.4628239283119399,1,4129,22,2,1
1.0526933922682906,11,0.2638309328307982,3,2476.3333333333335,21,1,1
0.8319797140428772,12,0.3295190191763596,4,3976.25,11,4,1
1.1791003653434713,6,0.3260734287492221,33,146.0909090909091,25,1,1
1.131763982977998,14,0.4441747572815534,1,4120,14,3,1
1.131763982977998,14,0.4441747572815534,1,4120,14,3,1
1.1313847965048374,8,0.34020857473928157,1,4315,25,1,1
1.0526933922682906,11,0.2638309328307982,3,2476.3333333333335,21,1,1
1.101851164241383,6,0.33963601985346253,1,4231,19,1,1
1.1791003653434713,6,0.3260734287492221,33,146.0909090909091,25,1,1
0.9387756471196606,12,0.2673312883435583,2,6520,17,4,1
1.14937210910164,12,0.32526881720430106,3,1488,23,1,1
1.147178843407002,6,0.3180628272251309,3,1528,19,1,1
1.147178843407002,6,0.3180628272251309,3,1528,19,1,1
1.0098697835329518,13,0.29746128053648413,5,1252.6,18,1,1
1.1313847965048374,8,0.34020857473928157,1,4315,25,1,1
0.9387756471196606,12,0.2673312883435583,2,6520,17,4,1
1.2140242675863357,13,0.3150684931506849,47,110.27659574468085,25,2,1
1.2114806704663612,13,0.3147931303669009,48,106.75,25,2,1
1.1749456961131985,13,0.32054682717812694,40,122.525,25,2,1
1.1749456961131985,13,0.32054682717812694,40,122.525,25,2,1
1.1782510677333733,13,0.3207014714775247,40,124.025,25,2,1
1.1782510677333733,13,0.3207014714775247,40,124.025,25,2,1
1.1863922088455068,9,0.46203904555314534,3,1383,22,2,1
1.1313847965048374,8,0.34020857473928157,1,4315,25,1,1
1.1749456961131985,13,0.32054682717812694,40,122.525,25,2,1
0.9476881976420518,8,0.2792740046838407,1,5124,13,1,1
0.7990449732142862,12,0.33019528019846067,1,15721,9,2,1
0.9476881976420518,8,0.2792740046838407,1,5124,13,1,1
1.0967343829339802,9,0.312621359223301,41,150.73170731707316,24,2,1
1.0866190521969323,9,0.314709236031927,40,153.475,24,2,1
1.1249501137710423,12,0.340075572349411,1,4499,23,3,1
0.7990449732142862,12,0.33019528019846067,1,15721,9,2,1
1.1249501137710423,12,0.340075572349411,1,4499,23,3,1
0.7990449732142862,12,0.33019528019846067,1,15721,9,2,1
1.0916561274894037,8,0.002903761061946903,8,1808,13,1,1
1.147178843407002,6,0.3180628272251309,3,1528,19,1,1
1.0098697835329518,13,0.29746128053648413,5,1252.6,18,1,1
1.14937210910164,12,0.32526881720430106,3,1488,23,1,1
1.1313847965048374,8,0.34020857473928157,1,4315,25,1,1
0.9476881976420518,8,0.2792740046838407,1,5124,13,1,1
1.1965769158051274,9,0.4628239283119399,1,4129,22,2,1
1.0916561274894037,8,0.002903761061946903,8,1808,13,1,1
1.0916561274894037,8,0.002903761061946903,8,1808,13,1,1
1.1863922088455068,9,0.46203904555314534,3,1383,22,2,1
1.1166831058484683,14,0.3492239467849224,1,3608,14,2,1
1.123839432581419,14,0.3514341409078251,1,3591,14,1,1
1.003225967575437,14,0.35098335854765506,1,3305,11,1,1
1.0765866777040594,8,0.5784201488265598,1,3494,28,1,1
1.6360961189592191,20,0.31673944687045125,1,3435,26,4,1
1.7367157150543462,14,0.26983270372369134,18,205.88888888888889,15,2,1
0.9936595714583729,14,0.351958700273307,1,3293,10,1,1
1.0828702764276494,12,0.5677142857142857,2,1750,28,2,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.3831562745098833,20,0.18337850045167117,13,85.15384615384616,15,3,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
1.5845880658924765,12,0.4202077431539188,26,122.1923076923077,27,5,1
